promotion_id,sku,discount_pct
PRM-003,QX-PRO-324,30
PRM-003,QX-PRO-927,21
PRM-003,QX-FRZ-048,28
PRM-003,QX-BAK-292,39
PRM-003,QX-FRZ-631,37
PRM-003,QX-PET-434,11
PRM-003,QX-BAK-502,24
PRM-003,QX-DRK-834,20
PRM-003,QX-BAK-965,25
PRM-003,QX-CHL-269,27
PRM-003,QX-PET-430,30
PRM-003,QX-HHD-566,25
PRM-003,QX-BWS-175,25
PRM-003,QX-BAK-076,26
PRM-003,QX-DRK-206,26
PRM-003,QX-DRK-563,22
PRM-003,QX-DRY-146,35
PRM-003,QX-FRZ-403,29
PRM-004,QX-BWS-477,23
PRM-004,QX-TIN-355,18
PRM-004,QX-HHD-337,38
PRM-004,QX-HHD-221,13
PRM-004,QX-HBC-289,22
PRM-004,QX-BWS-991,36
PRM-004,QX-DRK-602,7
PRM-004,QX-TIN-914,35
PRM-004,QX-TIN-908,6
PRM-004,QX-CER-343,27
PRM-004,QX-HHD-820,16
PRM-004,QX-BWS-174,29
PRM-004,QX-BAK-379,35
PRM-004,QX-BAK-567,15
PRM-004,QX-DRK-391,29
PRM-004,QX-TIN-429,13
PRM-004,QX-DRY-658,26
PRM-004,QX-HBC-937,37
PRM-004,QX-PRO-301,7
PRM-004,QX-BAK-965,20
PRM-004,QX-TIN-398,30
PRM-004,QX-BWS-306,13
PRM-004,QX-PET-575,30
PRM-004,QX-DRY-148,26
PRM-004,QX-BAK-695,31
PRM-004,QX-BWS-519,26
PRM-004,QX-HBC-409,18
PRM-004,QX-BAK-679,31
PRM-004,QX-DRK-125,23
PRM-004,QX-DRK-548,11
PRM-004,QX-TIN-849,39
PRM-004,QX-TIN-533,25
PRM-004,QX-HHD-708,26
PRM-004,QX-CER-234,7
PRM-004,QX-CHL-631,10
PRM-004,QX-CER-145,39
PRM-004,QX-BAK-810,33
PRM-004,QX-HBC-348,18
PRM-004,QX-BAK-199,33
PRM-004,QX-PRO-025,36
PRM-004,QX-CER-355,6
PRM-004,QX-TIN-718,38
PRM-004,QX-PRO-817,16
PRM-004,QX-PRO-591,29
PRM-004,QX-DRY-091,12
PRM-004,QX-HHD-452,25
PRM-005,QX-DRK-861,35
PRM-005,QX-HHD-050,15
PRM-005,QX-DRK-103,20
PRM-005,QX-HHD-381,8
PRM-005,QX-CHL-438,20
PRM-005,QX-TIN-975,36
PRM-005,QX-CER-812,28
PRM-005,QX-TIN-464,29
PRM-005,QX-HBC-974,23
PRM-005,QX-HBC-854,29
PRM-005,QX-CER-369,6
PRM-005,QX-HHD-596,8
PRM-005,QX-DRK-273,7
PRM-005,QX-BAK-502,36
PRM-005,QX-DRK-095,8
PRM-005,QX-DRY-952,19
PRM-005,QX-PRO-366,37
PRM-005,QX-DRK-343,18
PRM-006,QX-FRZ-210,27
PRM-006,QX-BAK-726,29
PRM-006,QX-DRY-451,35
PRM-006,QX-CER-369,32
PRM-006,QX-DRK-467,11
PRM-006,QX-FRZ-500,6
PRM-006,QX-PRO-267,36
PRM-006,QX-DRY-230,33
PRM-006,QX-HHD-754,34
PRM-006,QX-CER-818,11
PRM-006,QX-TIN-936,38
PRM-006,QX-FRZ-628,14
PRM-006,QX-CHL-072,15
PRM-006,QX-PRO-293,25
PRM-006,QX-HHD-172,32
PRM-006,QX-PRO-237,24
PRM-006,QX-CER-625,36
PRM-006,QX-FRZ-897,29
PRM-006,QX-BAK-715,19
PRM-006,QX-CHL-197,20
PRM-006,QX-BWS-001,12
PRM-006,QX-FRZ-667,36
PRM-006,QX-PRO-217,28
PRM-006,QX-FRZ-924,24
PRM-006,QX-PET-901,7
PRM-006,QX-FRZ-885,26
PRM-006,QX-HHD-663,22
PRM-006,QX-TIN-075,11
PRM-006,QX-HHD-898,21
PRM-006,QX-FRZ-403,34
PRM-006,QX-CHL-631,17
PRM-006,QX-CER-064,30
PRM-006,QX-FRZ-048,35
PRM-006,QX-CHL-341,19
PRM-006,QX-DRY-206,28
PRM-006,QX-FRZ-435,10
PRM-006,QX-DRY-497,38
PRM-006,QX-FRZ-029,32
PRM-006,QX-BAK-810,20
PRM-006,QX-BWS-867,22
PRM-007,QX-PET-931,16
PRM-007,QX-BWS-634,36
PRM-007,QX-HBC-389,29
PRM-007,QX-FRZ-556,22
PRM-007,QX-HBC-259,22
PRM-007,QX-TIN-558,35
PRM-007,QX-TIN-146,5
PRM-007,QX-BAK-510,36
PRM-007,QX-CER-453,8
PRM-007,QX-FRZ-095,24
PRM-007,QX-PRO-927,19
PRM-007,QX-TIN-357,9
PRM-007,QX-FRZ-323,13
PRM-007,QX-PET-595,22
PRM-007,QX-TIN-035,15
PRM-007,QX-DRY-859,26
PRM-007,QX-HHD-606,23
PRM-007,QX-TIN-397,14
PRM-007,QX-DRY-596,34
PRM-007,QX-BWS-816,18
PRM-007,QX-PET-432,11
PRM-007,QX-CHL-959,32
PRM-007,QX-BAK-430,22
PRM-007,QX-DRK-095,36
PRM-007,QX-TIN-792,25
PRM-007,QX-CHL-808,38
PRM-007,QX-CHL-675,18
PRM-007,QX-CER-346,14
PRM-007,QX-CHL-800,30
PRM-007,QX-TIN-027,11
PRM-007,QX-TIN-310,11
PRM-007,QX-CER-002,7
PRM-007,QX-DRY-411,38
PRM-007,QX-CER-003,15
PRM-007,QX-HBC-486,11
PRM-007,QX-FRZ-902,29
PRM-007,QX-HBC-166,27
PRM-007,QX-CHL-991,34
PRM-007,QX-TIN-151,7
PRM-007,QX-HHD-233,34
PRM-008,QX-FRZ-626,26
PRM-008,QX-HHD-233,38
PRM-008,QX-HBC-224,37
PRM-008,QX-DRY-110,7
PRM-008,QX-TIN-370,10
PRM-008,QX-BWS-474,9
PRM-008,QX-CHL-123,18
PRM-008,QX-CHL-932,27
PRM-008,QX-DRY-893,30
PRM-008,QX-TIN-073,15
PRM-008,QX-CHL-631,36
PRM-008,QX-BWS-037,25
PRM-008,QX-FRZ-080,11
PRM-008,QX-BWS-460,15
PRM-008,QX-TIN-075,9
PRM-008,QX-PET-866,16
PRM-008,QX-CER-545,15
PRM-008,QX-DRY-322,30
PRM-008,QX-DRY-247,8
PRM-008,QX-HBC-337,20
PRM-008,QX-BWS-205,23
PRM-008,QX-CHL-106,26
PRM-008,QX-PET-137,10
PRM-008,QX-BAK-000,35
PRM-008,QX-BWS-477,22
PRM-008,QX-CHL-219,22
PRM-008,QX-HHD-942,33
PRM-008,QX-BAK-076,27
PRM-009,QX-CER-903,13
PRM-009,QX-BAK-379,36
PRM-009,QX-BAK-339,16
PRM-009,QX-BWS-821,7
PRM-009,QX-FRZ-694,39
PRM-009,QX-PET-572,26
PRM-009,QX-BAK-431,17
PRM-009,QX-HBC-811,33
PRM-009,QX-DRY-009,30
PRM-009,QX-BWS-282,7
PRM-009,QX-DRK-014,27
PRM-009,QX-HBC-002,26
PRM-009,QX-PRO-025,5
PRM-009,QX-PRO-329,12
PRM-009,QX-HBC-441,11
PRM-009,QX-HBC-378,13
PRM-009,QX-BWS-944,32
PRM-009,QX-TIN-436,27
PRM-009,QX-HBC-166,24
PRM-009,QX-BAK-232,39
PRM-009,QX-DRK-812,28
PRM-009,QX-PRO-206,38
PRM-009,QX-HBC-374,34
PRM-009,QX-BAK-445,34
PRM-010,QX-CER-443,23
PRM-010,QX-HHD-848,19
PRM-010,QX-DRY-835,37
PRM-010,QX-FRZ-561,40
PRM-010,QX-CHL-197,7
PRM-010,QX-DRK-278,31
PRM-010,QX-CHL-959,24
PRM-010,QX-PET-380,24
PRM-010,QX-CHL-825,19
PRM-010,QX-DRK-807,13
PRM-010,QX-CHL-615,21
PRM-010,QX-TIN-417,40
PRM-010,QX-PRO-142,6
PRM-010,QX-BAK-000,9
PRM-010,QX-DRK-737,15
PRM-010,QX-HBC-406,37
PRM-010,QX-BAK-877,24
PRM-010,QX-PRO-098,33
PRM-010,QX-PRO-847,6
PRM-010,QX-PET-748,6
PRM-010,QX-PET-851,34
PRM-010,QX-DRK-334,11
PRM-010,QX-TIN-463,35
PRM-011,QX-PRO-396,23
PRM-011,QX-HHD-988,27
PRM-011,QX-CER-663,26
PRM-011,QX-FRZ-080,40
PRM-011,QX-HBC-676,31
PRM-011,QX-DRY-189,15
PRM-011,QX-TIN-694,39
PRM-011,QX-HHD-387,23
PRM-011,QX-TIN-171,17
PRM-011,QX-DRY-443,16
PRM-011,QX-PET-445,19
PRM-011,QX-DRY-484,25
PRM-011,QX-BWS-334,27
PRM-011,QX-DRY-451,39
PRM-011,QX-DRY-859,5
PRM-011,QX-DRK-548,29
PRM-011,QX-TIN-920,29
PRM-011,QX-HBC-413,40
PRM-011,QX-HHD-276,33
PRM-011,QX-BAK-539,38
PRM-011,QX-DRK-586,37
PRM-011,QX-DRY-552,16
PRM-011,QX-TIN-429,17
PRM-011,QX-HHD-424,17
PRM-011,QX-CHL-997,35
PRM-011,QX-CHL-823,18
PRM-011,QX-CER-201,16
PRM-011,QX-HBC-325,9
PRM-011,QX-BAK-679,20
PRM-011,QX-PET-958,11
PRM-011,QX-DRY-790,36
PRM-011,QX-PET-455,26
PRM-011,QX-BWS-634,18
PRM-011,QX-DRK-677,20
PRM-011,QX-BAK-700,37
PRM-011,QX-CHL-442,29
PRM-011,QX-CER-134,13
PRM-011,QX-PRO-543,23
PRM-011,QX-PET-524,14
PRM-011,QX-CHL-949,20
PRM-011,QX-PET-661,27
PRM-011,QX-HHD-050,10
PRM-011,QX-HHD-775,31
PRM-011,QX-PET-911,17
PRM-011,QX-DRK-530,31
PRM-011,QX-DRK-393,5
PRM-012,QX-BAK-823,33
PRM-012,QX-HBC-959,35
PRM-012,QX-HHD-131,28
PRM-012,QX-HHD-665,36
PRM-012,QX-HHD-776,36
PRM-012,QX-CHL-633,10
PRM-012,QX-CER-156,37
PRM-012,QX-CER-251,30
PRM-012,QX-DRK-280,12
PRM-012,QX-HBC-370,12
PRM-012,QX-BAK-154,20
PRM-012,QX-PRO-866,39
PRM-012,QX-TIN-318,34
PRM-012,QX-FRZ-516,25
PRM-012,QX-DRY-409,24
PRM-012,QX-PET-736,18
PRM-012,QX-BAK-946,15
PRM-012,QX-TIN-464,6
PRM-012,QX-PRO-524,22
PRM-012,QX-CHL-475,14
PRM-012,QX-HHD-522,28
PRM-012,QX-DRK-405,35
PRM-012,QX-PRO-237,40
PRM-012,QX-FRZ-393,5
PRM-012,QX-FRZ-345,31
PRM-013,QX-DRK-363,27
PRM-013,QX-DRY-443,24
PRM-013,QX-HHD-871,35
PRM-013,QX-DRY-140,6
PRM-013,QX-BAK-089,21
PRM-013,QX-PRO-366,21
PRM-013,QX-CER-639,22
PRM-013,QX-DRK-845,17
PRM-013,QX-BAK-209,26
PRM-013,QX-DRK-230,38
PRM-013,QX-BWS-398,24
PRM-013,QX-FRZ-474,11
PRM-013,QX-HBC-895,32
PRM-013,QX-CER-889,16
PRM-013,QX-BAK-034,25
PRM-013,QX-FRZ-626,34
PRM-013,QX-PRO-689,40
PRM-013,QX-PET-178,24
PRM-013,QX-CHL-295,25
PRM-013,QX-DRK-059,11
PRM-013,QX-PRO-778,29
PRM-013,QX-HHD-383,11
PRM-013,QX-DRK-586,16
PRM-013,QX-PRO-641,6
PRM-013,QX-TIN-342,33
PRM-013,QX-BAK-788,25
PRM-013,QX-DRK-254,17
PRM-013,QX-TIN-938,17
PRM-013,QX-PRO-409,14
PRM-013,QX-CHL-106,34
PRM-013,QX-CHL-269,5
PRM-013,QX-PRO-298,40
PRM-013,QX-PRO-281,30
PRM-013,QX-TIN-204,40
PRM-013,QX-CHL-991,10
PRM-013,QX-DRK-254,8
PRM-013,QX-DRY-297,16
PRM-013,QX-PRO-462,15
PRM-013,QX-HHD-600,13
PRM-013,QX-FRZ-850,29
PRM-013,QX-HBC-854,23
PRM-013,QX-CER-599,10
PRM-013,QX-TIN-549,7
PRM-013,QX-HBC-618,14
PRM-013,QX-BAK-768,25
PRM-013,QX-TIN-535,18
PRM-013,QX-FRZ-421,15
PRM-013,QX-PRO-714,8
PRM-014,QX-PET-958,33
PRM-014,QX-TIN-950,6
PRM-014,QX-DRY-122,17
PRM-014,QX-FRZ-586,21
PRM-014,QX-HBC-928,27
PRM-014,QX-BWS-399,8
PRM-014,QX-DRK-281,18
PRM-014,QX-BAK-891,31
PRM-014,QX-PET-282,20
PRM-014,QX-PET-901,29
PRM-014,QX-PRO-217,18
PRM-014,QX-CER-058,28
PRM-014,QX-TIN-556,38
PRM-014,QX-BWS-620,10
PRM-014,QX-HHD-596,9
PRM-014,QX-CHL-993,33
PRM-014,QX-PRO-397,37
PRM-014,QX-HHD-622,20
PRM-014,QX-PET-657,39
PRM-014,QX-BAK-425,16
PRM-014,QX-PRO-363,24
PRM-014,QX-PET-984,11
PRM-014,QX-HHD-994,36
PRM-014,QX-TIN-831,33
PRM-014,QX-BWS-472,19
PRM-014,QX-CHL-966,10
PRM-014,QX-HHD-405,22
PRM-014,QX-CER-717,11
PRM-014,QX-PRO-363,39
PRM-014,QX-BWS-875,5
PRM-014,QX-BWS-955,38
PRM-014,QX-CER-353,7
PRM-014,QX-DRK-611,36
PRM-015,QX-FRZ-629,29
PRM-015,QX-HHD-601,20
PRM-015,QX-DRK-223,26
PRM-015,QX-HBC-127,20
PRM-015,QX-HBC-121,15
PRM-015,QX-CER-570,22
PRM-015,QX-DRY-206,33
PRM-015,QX-CHL-417,25
PRM-015,QX-PET-450,36
PRM-015,QX-CER-024,6
PRM-015,QX-HHD-211,21
PRM-015,QX-CHL-550,13
PRM-015,QX-HHD-660,20
PRM-015,QX-DRK-234,27
PRM-015,QX-CHL-881,28
PRM-015,QX-FRZ-809,8
PRM-015,QX-BAK-882,34
PRM-015,QX-CER-674,18
PRM-015,QX-PET-150,18
PRM-015,QX-DRK-935,34
PRM-015,QX-CHL-197,37
PRM-015,QX-HHD-542,20
PRM-015,QX-DRY-325,14
PRM-015,QX-DRK-177,27
PRM-015,QX-PET-378,24
PRM-015,QX-CHL-949,31
PRM-015,QX-TIN-309,21
PRM-015,QX-FRZ-933,7
PRM-015,QX-PRO-913,35
PRM-015,QX-CHL-808,15
PRM-015,QX-PRO-841,34
PRM-015,QX-HHD-885,32
PRM-015,QX-DRY-301,37
PRM-015,QX-PRO-543,31
PRM-015,QX-PET-984,13
PRM-015,QX-HHD-070,32
PRM-016,QX-BWS-395,10
PRM-016,QX-CHL-633,17
PRM-016,QX-PRO-881,22
PRM-016,QX-CHL-895,15
PRM-016,QX-HBC-838,16
PRM-016,QX-PET-673,22
PRM-016,QX-HBC-983,6
PRM-016,QX-HBC-452,20
PRM-016,QX-HBC-261,21
PRM-016,QX-CER-515,31
PRM-016,QX-CHL-432,15
PRM-016,QX-HHD-458,10
PRM-016,QX-TIN-877,6
PRM-016,QX-CER-890,18
PRM-016,QX-FRZ-576,39
PRM-016,QX-CHL-038,28
PRM-016,QX-PET-023,26
PRM-016,QX-FRZ-413,19
PRM-016,QX-DRY-457,30
PRM-016,QX-BWS-753,22
PRM-016,QX-DRY-459,21
PRM-016,QX-DRY-012,5
PRM-016,QX-PRO-397,28
PRM-016,QX-BWS-399,33
PRM-016,QX-TIN-480,34
PRM-017,QX-HBC-985,26
PRM-017,QX-FRZ-004,14
PRM-017,QX-BWS-825,12
PRM-017,QX-BAK-262,9
PRM-017,QX-HBC-419,26
PRM-017,QX-PET-178,23
PRM-017,QX-TIN-687,27
PRM-017,QX-PRO-606,6
PRM-017,QX-HHD-248,8
PRM-017,QX-HHD-337,21
PRM-017,QX-FRZ-904,30
PRM-017,QX-BAK-623,27
PRM-017,QX-PET-939,14
PRM-017,QX-DRK-571,8
PRM-017,QX-FRZ-909,36
PRM-017,QX-TIN-398,14
PRM-017,QX-PRO-060,14
PRM-017,QX-PET-447,16
PRM-017,QX-BWS-381,38
PRM-017,QX-FRZ-516,11
PRM-017,QX-FRZ-795,38
PRM-017,QX-CHL-377,8
PRM-017,QX-CER-458,13
PRM-017,QX-CER-378,24
PRM-017,QX-PRO-137,33
PRM-018,QX-HHD-173,31
PRM-018,QX-HHD-211,26
PRM-018,QX-DRY-017,6
PRM-018,QX-BAK-292,38
PRM-018,QX-DRK-514,25
PRM-018,QX-DRY-194,38
PRM-018,QX-BAK-240,32
PRM-018,QX-BWS-303,39
PRM-018,QX-BWS-632,25
PRM-018,QX-PET-507,33
PRM-018,QX-PRO-143,26
PRM-018,QX-TIN-820,5
PRM-018,QX-FRZ-468,34
PRM-018,QX-CER-151,14
PRM-018,QX-DRK-963,39
PRM-018,QX-DRY-350,19
PRM-018,QX-CER-195,21
PRM-018,QX-DRY-517,27
PRM-018,QX-PET-572,29
PRM-018,QX-DRY-827,38
PRM-018,QX-HHD-606,38
PRM-018,QX-FRZ-772,39
PRM-018,QX-PET-178,5
PRM-018,QX-HHD-942,9
PRM-018,QX-PRO-801,28
PRM-018,QX-DRY-565,29
PRM-018,QX-CHL-959,27
PRM-018,QX-BWS-618,26
PRM-019,QX-FRZ-257,18
PRM-019,QX-TIN-558,26
PRM-019,QX-FRZ-730,9
PRM-019,QX-FRZ-836,20
PRM-019,QX-TIN-149,23
PRM-019,QX-CHL-215,14
PRM-019,QX-HBC-772,36
PRM-019,QX-PET-700,20
PRM-019,QX-HHD-207,38
PRM-019,QX-DRK-611,19
PRM-019,QX-DRY-331,20
PRM-019,QX-PET-271,29
PRM-019,QX-BAK-879,33
PRM-019,QX-CHL-554,26
PRM-019,QX-TIN-954,23
PRM-019,QX-PET-572,33
PRM-019,QX-BWS-114,16
PRM-019,QX-BWS-398,20
PRM-019,QX-TIN-073,38
PRM-019,QX-HHD-757,34
PRM-019,QX-CHL-740,6
PRM-019,QX-HHD-172,12
PRM-019,QX-DRY-499,13
PRM-020,QX-FRZ-626,15
PRM-020,QX-CHL-368,38
PRM-020,QX-CHL-775,13
PRM-020,QX-PRO-329,13
PRM-020,QX-HBC-259,6
PRM-020,QX-TIN-355,19
PRM-020,QX-BAK-994,31
PRM-020,QX-PRO-404,37
PRM-020,QX-BWS-141,38
PRM-020,QX-DRK-530,7
PRM-020,QX-BAK-487,34
PRM-020,QX-TIN-345,16
PRM-020,QX-TIN-391,19
PRM-020,QX-BWS-256,38
PRM-020,QX-DRY-148,19
PRM-020,QX-CHL-547,15
PRM-020,QX-CER-156,15
PRM-020,QX-FRZ-282,16
PRM-020,QX-CER-438,35
PRM-020,QX-DRK-088,33
PRM-020,QX-CER-473,29
PRM-020,QX-TIN-391,26
PRM-020,QX-CER-903,30
PRM-020,QX-HBC-360,27
PRM-020,QX-PET-702,37
PRM-020,QX-DRK-678,34
PRM-020,QX-CHL-306,37
PRM-020,QX-TIN-642,38
PRM-020,QX-DRK-537,24
PRM-020,QX-TIN-480,16
PRM-020,QX-HHD-050,39
PRM-020,QX-CER-031,9
PRM-020,QX-TIN-487,12
PRM-020,QX-PRO-520,33
PRM-020,QX-CER-818,27
PRM-020,QX-HHD-663,33
PRM-020,QX-DRK-446,35
PRM-020,QX-TIN-819,39
PRM-020,QX-BWS-607,36
PRM-020,QX-BWS-618,13
PRM-020,QX-BWS-617,21
PRM-020,QX-DRK-164,11
PRM-020,QX-HBC-160,6
PRM-020,QX-CER-037,12
PRM-020,QX-FRZ-995,25
PRM-021,QX-CHL-082,12
PRM-021,QX-BAK-552,35
PRM-021,QX-HHD-225,8
PRM-021,QX-FRZ-244,16
PRM-021,QX-PET-097,7
PRM-021,QX-PRO-363,19
PRM-021,QX-CHL-011,34
PRM-021,QX-HHD-775,19
PRM-021,QX-CER-195,15
PRM-021,QX-FRZ-049,39
PRM-021,QX-CHL-558,20
PRM-021,QX-CER-889,32
PRM-021,QX-PET-291,21
PRM-021,QX-FRZ-902,36
PRM-021,QX-CHL-136,6
PRM-021,QX-BWS-062,8
PRM-021,QX-FRZ-629,20
PRM-021,QX-PRO-612,32
PRM-021,QX-PRO-402,19
PRM-021,QX-DRY-024,19
PRM-021,QX-FRZ-140,38
PRM-021,QX-PET-855,7
PRM-021,QX-TIN-560,15
PRM-021,QX-TIN-157,33
PRM-022,QX-DRK-713,8
PRM-022,QX-HHD-442,26
PRM-022,QX-HHD-159,18
PRM-022,QX-HHD-606,16
PRM-022,QX-DRY-859,22
PRM-022,QX-TIN-831,11
PRM-022,QX-CHL-880,30
PRM-022,QX-CHL-988,37
PRM-022,QX-TIN-340,26
PRM-022,QX-BWS-001,25
PRM-022,QX-BAK-262,6
PRM-022,QX-TIN-567,32
PRM-022,QX-HBC-499,21
PRM-022,QX-HBC-465,35
PRM-022,QX-FRZ-629,12
PRM-022,QX-CER-398,13
PRM-022,QX-DRY-271,27
PRM-022,QX-BAK-181,6
PRM-022,QX-BWS-091,8
PRM-022,QX-PRO-653,15
PRM-022,QX-PRO-170,35
PRM-022,QX-DRY-502,34
PRM-022,QX-TIN-375,34
PRM-022,QX-CHL-327,39
PRM-022,QX-PET-422,32
PRM-022,QX-DRY-404,27
PRM-022,QX-DRY-010,29
PRM-023,QX-TIN-900,13
PRM-023,QX-CHL-368,16
PRM-023,QX-PET-078,34
PRM-023,QX-BWS-205,12
PRM-023,QX-CHL-336,17
PRM-023,QX-PET-202,8
PRM-023,QX-PRO-324,28
PRM-023,QX-BWS-290,5
PRM-023,QX-BAK-827,26
PRM-023,QX-HHD-403,28
PRM-023,QX-BWS-334,13
PRM-023,QX-DRY-408,37
PRM-023,QX-TIN-446,27
PRM-023,QX-DRK-683,20
PRM-023,QX-TIN-916,39
PRM-023,QX-CER-106,7
PRM-023,QX-HHD-469,17
PRM-023,QX-CHL-165,20
PRM-023,QX-HBC-920,27
PRM-023,QX-BAK-577,30
PRM-023,QX-PET-750,22
PRM-023,QX-TIN-265,25
PRM-023,QX-PRO-999,40
PRM-023,QX-BWS-686,24
PRM-023,QX-PRO-263,27
PRM-023,QX-HBC-452,27
PRM-023,QX-HBC-364,18
PRM-023,QX-HBC-576,23
PRM-023,QX-TIN-916,14
PRM-023,QX-DRK-348,25
PRM-023,QX-DRK-420,7
PRM-023,QX-CHL-753,12
PRM-023,QX-DRY-272,10
PRM-023,QX-TIN-397,11
PRM-023,QX-BAK-223,20
PRM-023,QX-PET-380,6
PRM-023,QX-CER-316,26
PRM-023,QX-TIN-937,27
PRM-023,QX-DRY-876,17
PRM-023,QX-FRZ-622,30
PRM-024,QX-CER-862,6
PRM-024,QX-HBC-369,17
PRM-024,QX-BAK-803,29
PRM-024,QX-HHD-826,31
PRM-024,QX-BAK-360,19
PRM-024,QX-DRY-258,20
PRM-024,QX-TIN-208,32
PRM-024,QX-BWS-791,30
PRM-024,QX-TIN-792,34
PRM-024,QX-CER-762,25
PRM-024,QX-BWS-305,22
PRM-024,QX-FRZ-795,17
PRM-024,QX-BAK-235,17
PRM-024,QX-FRZ-735,21
PRM-024,QX-DRK-400,21
PRM-024,QX-DRK-737,16
PRM-024,QX-CER-521,40
PRM-024,QX-HBC-336,25
PRM-024,QX-FRZ-414,7
PRM-024,QX-CHL-476,39
PRM-024,QX-TIN-470,14
PRM-024,QX-FRZ-751,15
PRM-024,QX-PET-214,29
PRM-024,QX-TIN-920,5
PRM-024,QX-FRZ-538,28
PRM-024,QX-CER-314,34
PRM-024,QX-DRY-545,21
PRM-024,QX-PET-238,12
PRM-024,QX-FRZ-751,39
PRM-024,QX-DRY-351,7
PRM-024,QX-DRK-923,29
PRM-024,QX-DRK-164,9
PRM-025,QX-HHD-987,21
PRM-025,QX-BAK-695,23
PRM-025,QX-PET-432,7
PRM-025,QX-PRO-919,33
PRM-025,QX-PET-677,11
PRM-025,QX-PET-271,19
PRM-025,QX-DRY-192,17
PRM-025,QX-HHD-622,18
PRM-025,QX-CER-156,25
PRM-025,QX-TIN-272,22
PRM-025,QX-DRY-302,22
PRM-025,QX-TIN-908,38
PRM-025,QX-CER-267,32
PRM-025,QX-DRK-204,10
PRM-025,QX-BWS-771,29
PRM-025,QX-FRZ-112,15
PRM-025,QX-PRO-150,12
PRM-025,QX-TIN-429,18
PRM-025,QX-DRY-863,7
PRM-025,QX-CHL-033,36
PRM-025,QX-HBC-313,8
PRM-025,QX-PET-797,37
PRM-025,QX-PET-851,13
PRM-025,QX-DRY-922,10
PRM-025,QX-DRY-571,21
PRM-025,QX-DRY-828,32
PRM-025,QX-PRO-886,25
PRM-025,QX-PRO-453,15
PRM-025,QX-PRO-237,14
PRM-025,QX-TIN-138,18
PRM-025,QX-CHL-250,25
PRM-025,QX-DRK-584,14
PRM-025,QX-HBC-399,16
PRM-025,QX-BAK-769,16
PRM-025,QX-PRO-323,28
PRM-025,QX-DRK-460,5
PRM-025,QX-HBC-132,31
PRM-025,QX-TIN-975,9
PRM-025,QX-DRK-484,32
PRM-025,QX-FRZ-430,23
PRM-026,QX-DRY-206,20
PRM-026,QX-HHD-787,32
PRM-026,QX-FRZ-547,38
PRM-026,QX-PET-003,15
PRM-026,QX-FRZ-561,16
PRM-026,QX-BWS-239,27
PRM-026,QX-FRZ-188,22
PRM-026,QX-BWS-158,11
PRM-026,QX-HHD-493,36
PRM-026,QX-BAK-879,16
PRM-026,QX-CER-355,39
PRM-026,QX-DRY-499,22
PRM-026,QX-CER-341,25
PRM-026,QX-FRZ-712,27
PRM-026,QX-CER-184,21
PRM-026,QX-BWS-451,8
PRM-026,QX-PET-373,16
PRM-026,QX-PET-422,33
PRM-026,QX-TIN-794,31
PRM-027,QX-DRY-017,23
PRM-027,QX-CER-151,7
PRM-027,QX-HHD-987,23
PRM-027,QX-CHL-861,29
PRM-027,QX-HBC-276,26
PRM-027,QX-BAK-687,18
PRM-027,QX-PRO-532,24
PRM-027,QX-PRO-964,24
PRM-027,QX-DRK-582,32
PRM-027,QX-DRK-300,33
PRM-027,QX-DRK-392,20
PRM-027,QX-HHD-728,24
PRM-027,QX-BAK-300,24
PRM-027,QX-PET-869,12
