customer_id,loyalty_card,joined,home_branch_id,marketing_opt_in
C-100305,9770000305,2025-01-18,B-02,true
C-100306,9770000306,2022-09-17,B-09,true
C-100307,9770000307,2022-06-01,B-09,false
C-100308,9770000308,2021-10-08,B-09,true
C-100309,9770000309,2023-03-26,B-08,true
C-100310,9770000310,2023-10-19,B-01,true
C-100311,9770000311,2024-02-19,B-17,true
C-100312,9770000312,2024-07-10,B-04,false
C-100313,9770000313,2024-02-05,B-04,false
C-100314,9770000314,2023-01-19,B-04,false
C-100315,9770000315,2020-05-22,B-09,false
C-100316,9770000316,2023-10-15,B-02,true
C-100317,9770000317,2020-02-10,B-09,false
C-100318,9770000318,2023-09-04,B-02,false
C-100319,9770000319,2024-08-14,B-17,true
C-100320,9770000320,2025-01-26,B-08,false
C-100321,9770000321,2025-01-11,B-04,false
C-100322,9770000322,2019-09-15,B-02,false
C-100323,9770000323,2025-02-21,B-04,true
C-100324,9770000324,2026-02-18,B-02,false
C-100325,9770000325,2025-03-08,B-02,false
C-100326,9770000326,2020-01-17,B-08,false
C-100327,9770000327,2023-03-09,B-04,false
C-100328,9770000328,2025-05-08,B-09,false
C-100329,9770000329,2023-11-30,B-04,false
C-100330,9770000330,2022-10-21,B-04,true
C-100331,9770000331,2022-12-25,B-17,true
C-100332,9770000332,2025-02-03,B-09,false
C-100333,9770000333,2026-03-28,B-08,true
C-100334,9770000334,2020-04-20,B-09,false
C-100335,9770000335,2025-02-02,B-17,false
C-100336,9770000336,2025-02-09,B-08,true
C-100337,9770000337,2024-04-09,B-09,false
C-100338,9770000338,2020-05-08,B-08,true
C-100339,9770000339,2021-11-08,B-02,false
C-100340,9770000340,2024-09-18,B-01,false
C-100341,9770000341,2019-10-08,B-09,false
C-100342,9770000342,2019-08-22,B-09,true
C-100343,9770000343,2023-08-08,B-04,true
C-100344,9770000344,2022-01-01,B-09,false
C-100345,9770000345,2020-07-02,B-01,true
C-100346,9770000346,2021-06-13,B-02,false
C-100347,9770000347,2025-05-01,B-09,false
C-100348,9770000348,2020-03-01,B-02,true
C-100349,9770000349,2021-02-13,B-01,true
C-100350,9770000350,2020-07-12,B-02,false
C-100351,9770000351,2025-07-03,B-09,false
C-100352,9770000352,2020-07-15,B-04,true
C-100353,9770000353,2025-06-27,B-01,false
C-100354,9770000354,2019-11-15,B-09,false
C-100355,9770000355,2025-09-23,B-09,false
C-100356,9770000356,2023-09-26,B-08,true
C-100357,9770000357,2020-11-04,B-04,true
C-100358,9770000358,2020-04-09,B-17,false
C-100359,9770000359,2025-08-16,B-04,true
C-100360,9770000360,2019-05-31,B-17,true
C-100361,9770000361,2025-07-24,B-02,false
C-100362,9770000362,2023-07-04,B-02,true
C-100363,9770000363,2022-10-29,B-17,true
C-100364,9770000364,2020-05-12,B-08,false
C-100365,9770000365,2024-12-11,B-08,true
C-100366,9770000366,2021-07-26,B-04,false
C-100367,9770000367,2020-03-24,B-08,true
C-100368,9770000368,2022-01-03,B-01,false
C-100369,9770000369,2024-11-11,B-17,false
C-100370,9770000370,2022-11-12,B-01,false
C-100371,9770000371,2025-05-28,B-09,false
C-100372,9770000372,2022-02-05,B-17,false
C-100373,9770000373,2020-05-12,B-04,false
C-100374,9770000374,2025-08-04,B-09,true
C-100375,9770000375,2023-12-07,B-02,true
C-100376,9770000376,2019-10-04,B-09,false
C-100377,9770000377,2019-06-07,B-09,true
C-100378,9770000378,2024-05-13,B-02,true
C-100379,9770000379,2020-03-04,B-09,true
C-100380,9770000380,2025-12-05,B-02,true
C-100381,9770000381,2025-11-26,B-04,false
C-100382,9770000382,2026-01-29,B-09,true
C-100383,9770000383,2020-01-03,B-01,false
C-100384,9770000384,2024-06-12,B-09,false
C-100385,9770000385,2024-01-27,B-01,false
C-100386,9770000386,2019-12-20,B-09,false
C-100387,9770000387,2020-06-21,B-01,true
C-100388,9770000388,2021-08-04,B-01,true
C-100389,9770000389,2024-12-23,B-02,false
C-100390,9770000390,2022-08-26,B-08,false
C-100391,9770000391,2024-03-18,B-08,false
C-100392,9770000392,2024-11-01,B-02,false
C-100393,9770000393,2025-08-23,B-02,true
C-100394,9770000394,2025-09-30,B-17,false
C-100395,9770000395,2023-03-07,B-17,false
C-100396,9770000396,2023-06-07,B-04,true
C-100397,9770000397,2026-02-06,B-17,true
C-100398,9770000398,2025-03-10,B-09,false
C-100399,9770000399,2021-10-07,B-02,false
C-100400,9770000400,2021-08-03,B-02,false
C-100401,9770000401,2023-11-02,B-01,false
C-100402,9770000402,2024-08-28,B-04,false
C-100403,9770000403,2026-01-31,B-02,false
C-100404,9770000404,2023-12-29,B-17,true
C-100405,9770000405,2021-02-27,B-08,false
C-100406,9770000406,2022-06-11,B-02,false
C-100407,9770000407,2026-02-19,B-09,true
C-100408,9770000408,2024-05-03,B-08,false
C-100409,9770000409,2019-12-18,B-08,false
C-100410,9770000410,2021-09-03,B-04,false
C-100411,9770000411,2020-08-09,B-09,true
C-100412,9770000412,2023-10-20,B-01,false
C-100413,9770000413,2020-01-27,B-17,false
C-100414,9770000414,2019-12-12,B-09,true
C-100415,9770000415,2025-11-08,B-08,false
C-100416,9770000416,2020-02-25,B-09,true
C-100417,9770000417,2021-01-15,B-01,false
C-100418,9770000418,2024-08-18,B-09,false
C-100419,9770000419,2024-02-08,B-02,true
C-100420,9770000420,2019-07-20,B-17,false
C-100421,9770000421,2022-07-17,B-17,true
C-100422,9770000422,2022-07-14,B-17,false
C-100423,9770000423,2021-01-20,B-17,false
C-100424,9770000424,2020-02-17,B-04,false
C-100425,9770000425,2019-10-31,B-04,true
C-100426,9770000426,2023-05-03,B-17,true
C-100427,9770000427,2022-11-23,B-17,true
C-100428,9770000428,2020-05-14,B-01,false
C-100429,9770000429,2022-12-03,B-17,false
C-100430,9770000430,2024-07-11,B-17,true
C-100431,9770000431,2024-12-30,B-02,false
C-100432,9770000432,2021-11-18,B-02,false
C-100433,9770000433,2021-06-29,B-01,false
C-100434,9770000434,2024-06-24,B-08,true
C-100435,9770000435,2025-02-16,B-09,false
C-100436,9770000436,2020-02-07,B-02,true
C-100437,9770000437,2023-06-04,B-01,false
C-100438,9770000438,2025-02-25,B-01,false
C-100439,9770000439,2025-01-09,B-02,false
C-100440,9770000440,2021-01-30,B-08,true
C-100441,9770000441,2021-08-13,B-17,false
C-100442,9770000442,2024-01-02,B-17,false
C-100443,9770000443,2020-11-09,B-01,true
C-100444,9770000444,2019-08-27,B-02,false
C-100445,9770000445,2020-11-09,B-17,false
C-100446,9770000446,2023-01-15,B-02,false
C-100447,9770000447,2020-06-13,B-01,false
C-100448,9770000448,2020-12-19,B-04,false
C-100449,9770000449,2021-03-03,B-09,false
C-100450,9770000450,2019-06-04,B-04,false
C-100451,9770000451,2020-01-29,B-09,false
C-100452,9770000452,2024-03-31,B-08,false
C-100453,9770000453,2023-09-08,B-09,false
C-100454,9770000454,2019-10-25,B-01,true
C-100455,9770000455,2024-05-06,B-02,false
C-100456,9770000456,2020-07-03,B-02,false
C-100457,9770000457,2023-06-14,B-04,false
C-100458,9770000458,2021-09-23,B-02,false
C-100459,9770000459,2020-04-22,B-02,false
C-100460,9770000460,2025-03-12,B-08,true
C-100461,9770000461,2022-11-24,B-04,true
C-100462,9770000462,2025-12-01,B-17,false
C-100463,9770000463,2025-07-02,B-02,false
C-100464,9770000464,2023-08-04,B-08,true
C-100465,9770000465,2019-12-13,B-04,false
C-100466,9770000466,2022-05-12,B-02,false
C-100467,9770000467,2025-12-25,B-02,true
C-100468,9770000468,2020-06-13,B-17,true
C-100469,9770000469,2025-04-16,B-08,true
C-100470,9770000470,2021-03-23,B-02,false
C-100471,9770000471,2026-01-31,B-08,true
C-100472,9770000472,2022-08-24,B-08,true
C-100473,9770000473,2021-03-15,B-09,false
C-100474,9770000474,2020-07-10,B-17,false
C-100475,9770000475,2022-10-03,B-17,false
C-100476,9770000476,2021-07-13,B-08,false
C-100477,9770000477,2019-08-29,B-02,false
C-100478,9770000478,2023-12-21,B-08,false
C-100479,9770000479,2024-08-22,B-01,true
C-100480,9770000480,2020-04-18,B-09,true
C-100481,9770000481,2021-06-17,B-17,false
C-100482,9770000482,2022-03-25,B-17,false
C-100483,9770000483,2025-12-13,B-04,false
C-100484,9770000484,2023-02-19,B-09,true
C-100485,9770000485,2019-07-31,B-04,true
C-100486,9770000486,2020-09-24,B-04,false
C-100487,9770000487,2020-11-04,B-04,false
C-100488,9770000488,2022-04-04,B-08,true
C-100489,9770000489,2025-01-21,B-04,false
C-100490,9770000490,2022-05-04,B-04,true
C-100491,9770000491,2021-08-01,B-08,true
C-100492,9770000492,2023-05-26,B-17,false
C-100493,9770000493,2020-11-01,B-08,true
C-100494,9770000494,2021-04-02,B-04,true
C-100495,9770000495,2023-01-18,B-08,false
C-100496,9770000496,2019-09-18,B-09,false
C-100497,9770000497,2019-09-03,B-02,false
C-100498,9770000498,2025-11-03,B-09,true
C-100499,9770000499,2021-11-06,B-17,true
C-100500,9770000500,2024-07-09,B-04,true
C-100501,9770000501,2022-10-31,B-04,true
C-100502,9770000502,2021-09-16,B-01,false
C-100503,9770000503,2022-04-06,B-04,false
C-100504,9770000504,2021-10-09,B-02,true
C-100505,9770000505,2024-06-21,B-09,false
C-100506,9770000506,2021-09-13,B-08,true
C-100507,9770000507,2019-12-06,B-04,true
C-100508,9770000508,2024-06-26,B-09,true
C-100509,9770000509,2024-07-03,B-01,true
C-100510,9770000510,2019-10-05,B-09,true
C-100511,9770000511,2025-12-20,B-01,true
C-100512,9770000512,2021-01-12,B-01,true
C-100513,9770000513,2023-06-11,B-08,true
C-100514,9770000514,2021-06-23,B-02,false
C-100515,9770000515,2024-03-08,B-17,false
C-100516,9770000516,2021-04-05,B-08,false
C-100517,9770000517,2021-04-30,B-08,false
C-100518,9770000518,2023-11-04,B-09,false
C-100519,9770000519,2025-06-23,B-17,false
C-100520,9770000520,2019-12-12,B-02,false
C-100521,9770000521,2021-07-14,B-08,false
C-100522,9770000522,2019-08-15,B-08,false
C-100523,9770000523,2021-11-26,B-09,true
C-100524,9770000524,2025-08-07,B-09,false
C-100525,9770000525,2025-04-13,B-09,true
C-100526,9770000526,2024-07-21,B-01,false
C-100527,9770000527,2021-01-18,B-01,true
C-100528,9770000528,2025-09-03,B-09,true
C-100529,9770000529,2021-01-26,B-01,false
C-100530,9770000530,2022-04-04,B-04,true
C-100531,9770000531,2019-07-14,B-02,true
C-100532,9770000532,2019-12-06,B-01,false
C-100533,9770000533,2022-08-26,B-01,false
C-100534,9770000534,2025-12-08,B-04,true
C-100535,9770000535,2022-02-11,B-08,false
C-100536,9770000536,2020-02-03,B-04,true
C-100537,9770000537,2025-02-22,B-17,true
C-100538,9770000538,2024-08-01,B-02,true
C-100539,9770000539,2025-04-01,B-04,true
C-100540,9770000540,2020-06-26,B-08,false
C-100541,9770000541,2019-05-30,B-08,true
C-100542,9770000542,2025-07-11,B-08,true
C-100543,9770000543,2024-05-02,B-09,false
C-100544,9770000544,2024-10-05,B-01,true
C-100545,9770000545,2025-12-03,B-08,false
C-100546,9770000546,2022-12-03,B-17,true
C-100547,9770000547,2025-07-09,B-04,true
C-100548,9770000548,2025-05-05,B-17,true
C-100549,9770000549,2022-05-14,B-17,false
C-100550,9770000550,2022-04-28,B-08,false
C-100551,9770000551,2019-09-30,B-02,false
C-100552,9770000552,2025-07-09,B-02,true
C-100553,9770000553,2024-02-23,B-08,false
C-100554,9770000554,2025-01-28,B-17,false
C-100555,9770000555,2025-04-11,B-09,true
C-100556,9770000556,2021-02-19,B-09,false
C-100557,9770000557,2025-08-21,B-04,false
C-100558,9770000558,2025-06-28,B-08,true
C-100559,9770000559,2023-10-26,B-08,false
C-100560,9770000560,2025-07-13,B-04,false
C-100561,9770000561,2022-12-03,B-04,false
C-100562,9770000562,2024-01-09,B-04,false
C-100563,9770000563,2024-11-08,B-08,true
C-100564,9770000564,2021-04-27,B-08,false
C-100565,9770000565,2019-10-12,B-04,true
C-100566,9770000566,2022-06-14,B-02,true
C-100567,9770000567,2020-11-01,B-02,false
C-100568,9770000568,2022-09-27,B-08,true
C-100569,9770000569,2024-06-23,B-17,true
C-100570,9770000570,2020-09-26,B-08,false
C-100571,9770000571,2024-01-13,B-17,false
C-100572,9770000572,2023-01-02,B-09,false
C-100573,9770000573,2019-11-09,B-09,false
C-100574,9770000574,2020-03-25,B-08,false
C-100575,9770000575,2023-06-28,B-09,false
C-100576,9770000576,2021-10-19,B-01,false
C-100577,9770000577,2023-11-27,B-04,false
C-100578,9770000578,2023-04-28,B-17,false
C-100579,9770000579,2022-04-24,B-04,true
C-100580,9770000580,2025-05-28,B-08,false
C-100581,9770000581,2022-03-31,B-09,false
C-100582,9770000582,2019-10-21,B-08,true
C-100583,9770000583,2019-10-15,B-04,false
C-100584,9770000584,2024-11-29,B-17,true
C-100585,9770000585,2021-08-22,B-17,false
C-100586,9770000586,2021-12-06,B-17,true
C-100587,9770000587,2019-11-22,B-04,false
C-100588,9770000588,2021-02-06,B-09,false
C-100589,9770000589,2020-06-23,B-09,false
C-100590,9770000590,2021-12-09,B-08,false
C-100591,9770000591,2021-08-01,B-01,false
C-100592,9770000592,2021-02-27,B-08,false
C-100593,9770000593,2019-06-02,B-09,false
C-100594,9770000594,2021-08-31,B-04,true
C-100595,9770000595,2022-05-02,B-04,true
C-100596,9770000596,2020-12-01,B-17,false
C-100597,9770000597,2025-10-20,B-02,false
C-100598,9770000598,2022-05-11,B-09,true
C-100599,9770000599,2022-08-05,B-04,false
C-100600,9770000600,2025-12-25,B-04,false
C-100601,9770000601,2021-06-30,B-01,false
C-100602,9770000602,2022-12-05,B-09,false
C-100603,9770000603,2021-08-09,B-17,true
C-100604,9770000604,2022-10-26,B-17,false
C-100605,9770000605,2020-09-03,B-09,true
